ville,date,temp_max,temp_min,precipitation,pluie,neige
Moscow,2017-08-27,17.7,9.3,0.0,0.0,0.0
Moscow,2017-08-28,12.4,10.9,16.2,16.2,0.0
Moscow,2017-08-29,15.1,10.1,3.6,3.6,0.0
Moscow,2017-08-30,15.1,9.9,0.0,0.0,0.0
Moscow,2017-08-31,17.7,6.5,0.0,0.0,0.0
Moscow,2017-09-01,19.7,6.6,0.0,0.0,0.0
Moscow,2017-09-02,21.5,11.4,0.0,0.0,0.0
Moscow,2017-09-03,20.6,12.8,0.4,0.4,0.0
Moscow,2017-09-04,15.8,10.4,0.7,0.7,0.0
Moscow,2017-09-05,12.9,8.3,10.8,10.8,0.0
Moscow,2017-09-06,12.7,10.3,10.6,10.6,0.0
Moscow,2017-09-07,16.7,10.9,2.3,2.3,0.0
Moscow,2017-09-08,14.5,9.8,0.5,0.5,0.0
Moscow,2017-09-09,16.7,9.8,0.0,0.0,0.0
Moscow,2017-09-10,21.0,9.7,0.0,0.0,0.0
Moscow,2017-09-11,22.2,13.9,0.0,0.0,0.0
Moscow,2017-09-12,24.6,14.6,0.0,0.0,0.0
Moscow,2017-09-13,23.2,13.6,0.4,0.4,0.0
Moscow,2017-09-14,18.1,12.1,0.5,0.5,0.0
Moscow,2017-09-15,22.4,11.6,4.6,4.6,0.0
Moscow,2017-09-16,16.3,10.1,0.0,0.0,0.0
Moscow,2017-09-17,17.2,7.6,2.3,2.3,0.0
Moscow,2017-09-18,24.5,11.3,0.3,0.3,0.0
Moscow,2017-09-19,14.7,9.9,0.0,0.0,0.0
Moscow,2017-09-20,16.9,7.9,0.0,0.0,0.0
Moscow,2017-09-21,15.7,8.1,0.4,0.4,0.0
Moscow,2017-09-22,13.5,7.2,0.0,0.0,0.0
Moscow,2017-09-23,15.1,4.7,0.0,0.0,0.0
Moscow,2017-09-24,16.0,4.3,0.0,0.0,0.0
Moscow,2017-09-25,14.4,2.4,0.0,0.0,0.0
Moscow,2017-09-26,12.2,8.6,0.7,0.7,0.0
Moscow,2017-09-27,10.0,6.7,0.0,0.0,0.0
Moscow,2017-09-28,9.0,6.0,0.0,0.0,0.0
Moscow,2017-09-29,9.1,6.3,0.0,0.0,0.0
Moscow,2017-09-30,9.5,6.3,0.6,0.6,0.0
Moscow,2017-10-01,7.2,4.5,0.0,0.0,0.0
Moscow,2017-10-02,6.0,3.8,0.0,0.0,0.0
Moscow,2017-10-03,6.3,3.4,0.1,0.1,0.0
Moscow,2017-10-04,9.6,2.7,2.9,2.9,0.0
Moscow,2017-10-05,10.0,7.5,7.6,7.6,0.0
Moscow,2017-10-06,7.8,4.3,5.4,5.4,0.0
Moscow,2017-10-07,10.4,4.3,1.2,1.2,0.0
Moscow,2017-10-08,12.1,3.3,1.1,1.1,0.0
Moscow,2017-10-09,13.9,8.4,5.5,5.5,0.0
Moscow,2017-10-10,11.2,6.2,0.3,0.3,0.0
Moscow,2017-10-11,8.4,3.6,0.5,0.5,0.0
Moscow,2017-10-12,9.5,4.5,3.6,3.6,0.0
Moscow,2017-10-13,11.4,5.6,7.7,7.7,0.0
Moscow,2017-10-14,7.4,5.2,3.6,3.6,0.0
Moscow,2017-10-15,5.9,3.0,4.9,4.9,0.0
Moscow,2017-10-16,6.9,3.3,0.0,0.0,0.0
Moscow,2017-10-17,11.3,4.9,0.2,0.2,0.0
Moscow,2017-10-18,14.3,7.2,0.9,0.9,0.0
Moscow,2017-10-19,9.8,3.3,0.1,0.1,0.0
Moscow,2017-10-20,6.5,1.6,0.5,0.5,0.0
Moscow,2017-10-21,3.6,-2.2,0.7,0.7,0.0
Moscow,2017-10-22,3.5,-3.1,0.0,0.0,0.0
Moscow,2017-10-23,2.3,-1.4,2.1,0.0,1.47
Moscow,2017-10-24,1.1,-3.3,0.0,0.0,0.0
Moscow,2017-10-25,2.6,-4.8,0.0,0.0,0.0
Moscow,2017-10-26,0.1,-2.6,0.3,0.0,0.21
Moscow,2017-10-27,1.3,-1.1,1.4,0.0,1.05
Moscow,2017-10-28,2.9,-1.2,1.1,0.0,0.77
Moscow,2017-10-29,5.0,1.6,1.4,1.3,0.07
Moscow,2017-10-30,5.2,3.9,11.2,11.2,0.0
Moscow,2017-10-31,4.9,0.3,18.1,10.9,5.04
Moscow,2017-11-01,0.8,-2.4,1.3,0.0,0.91
Moscow,2017-11-02,1.1,-5.7,0.0,0.0,0.0
Moscow,2017-11-03,0.7,-7.1,0.1,0.0,0.07
Moscow,2017-11-04,1.5,-1.5,0.0,0.0,0.0
Moscow,2017-11-05,5.5,1.8,0.1,0.1,0.0
Moscow,2017-11-06,6.2,1.6,0.0,0.0,0.0
Moscow,2017-11-07,5.2,2.6,0.0,0.0,0.0
Moscow,2017-11-08,4.8,-3.1,0.0,0.0,0.0
Moscow,2017-11-09,1.8,-3.6,0.0,0.0,0.0
Moscow,2017-11-10,2.1,-0.1,5.4,2.5,2.03
Moscow,2017-11-11,4.6,1.8,2.7,2.7,0.0
Moscow,2017-11-12,4.8,1.1,0.9,0.9,0.0
Moscow,2017-11-13,3.6,-3.1,0.1,0.0,0.07
Moscow,2017-11-14,3.6,-0.2,13.6,8.9,3.29
Moscow,2017-11-15,1.7,-1.3,0.5,0.1,0.28
Moscow,2017-11-16,3.6,1.1,3.7,2.9,0.56
Moscow,2017-11-17,2.1,0.5,0.1,0.1,0.0
Moscow,2017-11-18,3.0,0.7,0.6,0.5,0.07
Moscow,2017-11-19,2.4,0.4,6.1,1.7,3.08
Moscow,2017-11-20,1.4,-0.0,0.1,0.0,0.07
Moscow,2017-11-21,0.6,-0.8,1.1,0.0,0.77
Moscow,2017-11-22,-0.0,-2.9,0.1,0.0,0.07
Moscow,2017-11-23,-2.9,-4.4,0.0,0.0,0.0
Moscow,2017-11-24,-3.5,-5.2,0.0,0.0,0.0
Moscow,2017-11-25,-2.7,-7.1,0.0,0.0,0.0
Moscow,2017-11-26,-3.0,-6.0,0.0,0.0,0.0
Moscow,2017-11-27,-1.3,-5.6,0.0,0.0,0.0
Moscow,2017-11-28,-2.5,-5.1,3.0,0.0,2.1
Moscow,2017-11-29,-4.2,-7.4,0.0,0.0,0.0
Moscow,2017-11-30,-1.8,-4.7,0.0,0.0,0.0
Moscow,2017-12-01,1.2,-1.7,10.2,1.5,6.16
Moscow,2017-12-02,1.2,-4.3,2.2,0.9,0.91
Moscow,2017-12-03,-0.2,-4.5,0.2,0.0,0.14
Moscow,2017-12-04,2.1,-3.8,6.7,0.8,4.13
Moscow,2017-12-05,-2.0,-4.8,0.8,0.1,0.49
Moscow,2017-12-06,-3.2,-7.0,3.6,0.0,2.52
Moscow,2017-12-07,-3.9,-6.4,1.9,0.0,1.33
Moscow,2017-12-08,-4.7,-8.0,1.5,0.0,1.05
Moscow,2017-12-09,0.0,-4.4,0.9,0.0,0.63
Moscow,2017-12-10,1.4,-0.7,0.5,0.2,0.21
Moscow,2017-12-11,2.0,-0.7,3.2,1.6,1.12
Moscow,2017-12-12,1.3,-4.9,1.0,0.5,0.35
Moscow,2017-12-13,2.7,-0.9,0.8,0.8,0.0
Moscow,2017-12-14,-0.2,-3.1,1.7,0.0,1.26
Moscow,2017-12-15,1.5,-0.7,0.0,0.0,0.0
Moscow,2017-12-16,6.8,0.7,5.4,5.4,0.0
Moscow,2017-12-17,7.9,0.2,7.9,7.9,0.0
Moscow,2017-12-18,-0.0,-1.3,2.7,0.0,1.89
Moscow,2017-12-19,1.0,-0.9,5.8,0.2,3.92
Moscow,2017-12-20,0.4,-3.0,0.0,0.0,0.0
Moscow,2017-12-21,-0.6,-4.3,0.0,0.0,0.0
Moscow,2017-12-22,-3.7,-6.8,0.0,0.0,0.0
Moscow,2017-12-23,-2.8,-6.3,0.0,0.0,0.0
Moscow,2017-12-24,-0.4,-3.8,5.1,0.0,3.57
Moscow,2017-12-25,-2.9,-6.0,0.9,0.0,0.63
Moscow,2017-12-26,3.5,-8.8,3.3,0.4,2.03
Moscow,2017-12-27,2.3,0.7,0.2,0.2,0.0
Moscow,2017-12-28,1.9,0.5,0.3,0.1,0.14
Moscow,2017-12-29,3.6,0.6,0.4,0.4,0.0
Moscow,2017-12-30,2.8,0.9,2.3,1.6,0.49
Moscow,2017-12-31,1.2,-0.7,4.4,1.7,1.89
Moscow,2018-01-01,1.0,-1.5,0.0,0.0,0.0
Moscow,2018-01-02,1.5,-1.0,0.9,0.4,0.35
Moscow,2018-01-03,2.6,0.6,0.7,0.7,0.0
Moscow,2018-01-04,2.6,-0.7,1.1,1.1,0.0
Moscow,2018-01-05,-0.7,-2.0,3.9,0.0,2.8
Moscow,2018-01-06,2.1,-0.6,2.4,1.0,0.98
Moscow,2018-01-07,2.7,-4.4,0.9,0.9,0.0
Moscow,2018-01-08,-0.7,-4.8,1.0,0.0,0.7
Moscow,2018-01-09,-2.5,-5.4,0.1,0.0,0.07
Moscow,2018-01-10,-2.3,-4.2,0.0,0.0,0.0
Moscow,2018-01-11,-1.0,-6.8,2.8,0.0,1.96
Moscow,2018-01-12,-6.1,-9.2,0.0,0.0,0.0
Moscow,2018-01-13,-6.2,-8.5,0.0,0.0,0.0
Moscow,2018-01-14,-5.2,-7.3,0.0,0.0,0.0
Moscow,2018-01-15,-4.4,-6.2,0.6,0.0,0.42
Moscow,2018-01-16,-6.5,-9.9,0.0,0.0,0.0
Moscow,2018-01-17,-6.9,-11.1,0.2,0.0,0.14
Moscow,2018-01-18,-3.4,-9.7,4.5,0.0,3.15
Moscow,2018-01-19,-3.7,-10.4,0.9,0.0,0.63
Moscow,2018-01-20,-8.1,-9.5,4.9,0.0,3.43
Moscow,2018-01-21,-2.8,-8.3,1.2,0.0,0.84
Moscow,2018-01-22,-4.9,-16.9,0.2,0.0,0.14
Moscow,2018-01-23,-8.5,-19.1,0.0,0.0,0.0
Moscow,2018-01-24,-8.2,-12.1,0.0,0.0,0.0
Moscow,2018-01-25,-8.2,-12.1,0.0,0.0,0.0
Moscow,2018-01-26,-5.1,-10.1,0.9,0.0,0.63
Moscow,2018-01-27,-5.1,-10.2,1.4,0.1,0.91
Moscow,2018-01-28,-5.9,-8.0,0.6,0.0,0.42
Moscow,2018-01-29,-6.1,-8.1,5.9,0.0,4.2
Moscow,2018-01-30,0.1,-5.7,5.7,0.0,3.99
Moscow,2018-01-31,-0.9,-9.0,5.7,0.0,3.99
Moscow,2018-02-01,-9.3,-12.7,0.0,0.0,0.0
Moscow,2018-02-02,-0.9,-12.2,1.5,0.0,1.19
Moscow,2018-02-03,0.5,-0.6,13.3,0.2,9.17
Moscow,2018-02-04,-0.0,-11.5,18.3,0.1,12.81
Moscow,2018-02-05,-11.2,-15.6,4.2,0.0,2.94
Moscow,2018-02-06,-12.6,-17.8,0.0,0.0,0.0
Moscow,2018-02-07,-8.9,-17.2,0.0,0.0,0.0
Moscow,2018-02-08,-7.0,-17.6,0.0,0.0,0.0
Moscow,2018-02-09,-4.1,-6.9,0.0,0.0,0.0
Moscow,2018-02-10,-5.3,-8.5,0.1,0.0,0.07
Moscow,2018-02-11,-3.8,-5.3,2.1,0.0,1.54
Moscow,2018-02-12,-5.2,-12.0,0.1,0.0,0.07
Moscow,2018-02-13,-11.2,-14.9,0.0,0.0,0.0
Moscow,2018-02-14,-9.4,-15.7,0.0,0.0,0.0
Moscow,2018-02-15,-8.4,-13.5,0.2,0.0,0.14
Moscow,2018-02-16,-4.0,-8.8,0.6,0.0,0.42
Moscow,2018-02-17,-3.8,-6.0,2.0,0.0,1.47
Moscow,2018-02-18,-3.5,-5.9,3.5,0.0,2.45
Moscow,2018-02-19,-2.8,-6.6,0.9,0.0,0.63
Moscow,2018-02-20,-5.6,-10.2,0.4,0.0,0.28
Moscow,2018-02-21,-10.2,-13.3,0.0,0.0,0.0
Moscow,2018-02-22,-12.4,-18.0,0.0,0.0,0.0
Moscow,2018-02-23,-11.0,-22.4,0.0,0.0,0.0
Moscow,2018-02-24,-12.0,-18.1,0.0,0.0,0.0
Moscow,2018-02-25,-14.9,-19.9,0.0,0.0,0.0
Moscow,2018-02-26,-16.5,-23.1,0.0,0.0,0.0
Moscow,2018-02-27,-16.7,-25.5,0.0,0.0,0.0
Moscow,2018-02-28,-15.2,-22.4,0.0,0.0,0.0
Moscow,2018-03-01,-11.5,-19.1,0.0,0.0,0.0
Moscow,2018-03-02,-10.3,-16.3,0.0,0.0,0.0
Moscow,2018-03-03,-8.3,-14.4,0.0,0.0,0.0
Moscow,2018-03-04,-9.1,-10.8,11.6,0.0,8.12
Moscow,2018-03-05,-7.8,-11.5,1.1,0.0,0.77
Moscow,2018-03-06,-10.2,-19.1,0.0,0.0,0.0
Moscow,2018-03-07,-6.0,-13.6,0.0,0.0,0.0
Moscow,2018-03-08,-5.9,-13.1,0.0,0.0,0.0
Moscow,2018-03-09,-6.7,-15.0,0.0,0.0,0.0
Moscow,2018-03-10,-6.1,-10.8,1.7,0.0,1.19
Moscow,2018-03-11,-4.3,-9.2,0.4,0.0,0.28
Moscow,2018-03-12,-2.0,-8.0,1.2,0.0,0.84
Moscow,2018-03-13,0.0,-3.0,0.8,0.0,0.56
Moscow,2018-03-14,-1.0,-6.1,0.0,0.0,0.0
Moscow,2018-03-15,-2.0,-6.4,7.0,0.1,4.83
Moscow,2018-03-16,-6.8,-13.1,0.0,0.0,0.0
Moscow,2018-03-17,-10.0,-20.9,0.0,0.0,0.0
Moscow,2018-03-18,-8.5,-21.0,0.0,0.0,0.0
Moscow,2018-03-19,-4.1,-11.9,0.0,0.0,0.0
Moscow,2018-03-20,1.3,-8.4,0.0,0.0,0.0
Moscow,2018-03-21,-0.1,-7.9,0.5,0.0,0.35
Moscow,2018-03-22,-0.4,-5.3,0.5,0.0,0.35
Moscow,2018-03-23,1.1,-5.9,1.2,0.0,0.84
Moscow,2018-03-24,-0.9,-7.8,0.1,0.0,0.07
Moscow,2018-03-25,2.8,-8.5,0.0,0.0,0.0
Moscow,2018-03-26,4.4,-1.0,0.5,0.1,0.28
Moscow,2018-03-27,0.9,-7.9,4.3,0.2,2.87
Moscow,2018-03-28,-2.6,-12.3,0.0,0.0,0.0
Moscow,2018-03-29,-0.7,-15.0,0.0,0.0,0.0
Moscow,2018-03-30,-0.1,-11.8,0.0,0.0,0.0
Moscow,2018-03-31,2.0,-5.5,1.2,0.0,0.84
Moscow,2018-04-01,3.3,-1.4,0.1,0.1,0.0
Moscow,2018-04-02,5.6,1.5,0.6,0.6,0.0
Moscow,2018-04-03,3.6,-2.4,0.6,0.6,0.0
Moscow,2018-04-04,4.6,-5.2,0.1,0.0,0.07
Moscow,2018-04-05,5.7,-6.7,0.0,0.0,0.0
Moscow,2018-04-06,9.5,-0.5,1.1,1.1,0.0
Moscow,2018-04-07,5.9,-0.4,0.8,0.8,0.0
Moscow,2018-04-08,10.5,-2.4,0.0,0.0,0.0
Moscow,2018-04-09,16.7,1.3,0.0,0.0,0.0
Moscow,2018-04-10,19.4,2.5,2.2,2.2,0.0
Moscow,2018-04-11,6.8,-1.7,2.7,0.1,1.82
Moscow,2018-04-12,9.0,-5.1,0.0,0.0,0.0
Moscow,2018-04-13,10.1,-2.8,0.0,0.0,0.0
Moscow,2018-04-14,10.9,-3.0,0.0,0.0,0.0
Moscow,2018-04-15,16.0,-0.0,0.0,0.0,0.0
Moscow,2018-04-16,19.1,0.9,0.3,0.3,0.0
Moscow,2018-04-17,19.2,5.7,0.2,0.2,0.0
Moscow,2018-04-18,12.0,6.1,10.2,10.2,0.0
Moscow,2018-04-19,15.1,6.0,2.1,2.1,0.0
Moscow,2018-04-20,14.4,4.8,0.0,0.0,0.0
Moscow,2018-04-21,18.5,5.6,3.8,3.8,0.0
Moscow,2018-04-22,4.1,0.1,0.9,0.9,0.0
Moscow,2018-04-23,7.5,-1.3,0.0,0.0,0.0
Moscow,2018-04-24,11.2,-3.5,0.0,0.0,0.0
Moscow,2018-04-25,13.1,5.2,4.4,4.4,0.0
Moscow,2018-04-26,13.6,4.6,5.7,5.7,0.0
Moscow,2018-04-27,14.0,3.8,0.4,0.4,0.0
Moscow,2018-04-28,13.0,2.4,1.1,1.1,0.0
Moscow,2018-04-29,15.5,3.1,0.1,0.1,0.0
Moscow,2018-04-30,22.5,5.6,0.2,0.2,0.0
Moscow,2018-05-01,24.1,8.7,2.3,2.3,0.0
Moscow,2018-05-02,25.3,10.2,0.0,0.0,0.0
Moscow,2018-05-03,21.7,11.6,0.0,0.0,0.0
Moscow,2018-05-04,20.2,8.5,0.8,0.8,0.0
Moscow,2018-05-05,23.7,11.5,0.1,0.1,0.0
Moscow,2018-05-06,16.3,10.7,0.8,0.8,0.0
Moscow,2018-05-07,19.4,8.3,0.0,0.0,0.0
Moscow,2018-05-08,23.0,6.9,0.0,0.0,0.0
Moscow,2018-05-09,16.9,8.6,0.0,0.0,0.0
Moscow,2018-05-10,14.3,5.5,0.0,0.0,0.0
Moscow,2018-05-11,18.3,4.3,0.0,0.0,0.0
Moscow,2018-05-12,24.0,10.2,0.0,0.0,0.0
Moscow,2018-05-13,23.3,8.7,0.0,0.0,0.0
Moscow,2018-05-14,24.9,9.3,0.0,0.0,0.0
Moscow,2018-05-15,21.2,9.7,1.6,1.6,0.0
Moscow,2018-05-16,22.4,10.5,0.0,0.0,0.0
Moscow,2018-05-17,24.9,12.8,2.6,2.6,0.0
Moscow,2018-05-18,24.5,13.3,11.7,11.7,0.0
Moscow,2018-05-19,18.3,13.0,28.4,28.4,0.0
Moscow,2018-05-20,12.4,9.1,6.4,6.4,0.0
Moscow,2018-05-21,19.1,5.5,0.0,0.0,0.0
Moscow,2018-05-22,19.7,7.9,0.1,0.1,0.0
Moscow,2018-05-23,22.1,11.7,1.1,1.1,0.0
Moscow,2018-05-24,21.6,11.8,0.0,0.0,0.0
Moscow,2018-05-25,17.6,10.3,0.0,0.0,0.0
Moscow,2018-05-26,18.5,6.4,0.0,0.0,0.0
Moscow,2018-05-27,22.9,10.1,0.0,0.0,0.0
Moscow,2018-05-28,17.2,9.7,0.0,0.0,0.0
Moscow,2018-05-29,21.3,5.7,0.0,0.0,0.0
Moscow,2018-05-30,23.0,13.6,0.0,0.0,0.0
Moscow,2018-05-31,12.8,7.2,0.1,0.1,0.0
Moscow,2018-06-01,15.4,5.2,0.0,0.0,0.0
Moscow,2018-06-02,22.7,8.1,0.0,0.0,0.0
Moscow,2018-06-03,24.7,12.2,0.0,0.0,0.0
Moscow,2018-06-04,24.2,13.9,0.0,0.0,0.0
Moscow,2018-06-05,17.2,8.1,8.9,8.9,0.0
Moscow,2018-06-06,12.3,5.9,0.8,0.8,0.0
Moscow,2018-06-07,15.1,4.9,0.3,0.3,0.0
Moscow,2018-06-08,16.1,9.2,6.5,6.5,0.0
Moscow,2018-06-09,14.2,5.5,0.2,0.2,0.0
Moscow,2018-06-10,13.8,5.3,2.4,2.4,0.0
Moscow,2018-06-11,20.6,7.2,0.1,0.1,0.0
Moscow,2018-06-12,23.7,14.0,3.8,3.8,0.0
Moscow,2018-06-13,20.6,10.8,0.0,0.0,0.0
Moscow,2018-06-14,16.1,7.8,0.0,0.0,0.0
Moscow,2018-06-15,19.6,9.4,0.0,0.0,0.0
Moscow,2018-06-16,22.3,7.5,0.0,0.0,0.0
Moscow,2018-06-17,25.4,11.1,0.0,0.0,0.0
Moscow,2018-06-18,26.1,12.8,0.0,0.0,0.0
Moscow,2018-06-19,26.2,16.8,0.4,0.4,0.0
Moscow,2018-06-20,22.5,16.1,0.0,0.0,0.0
Moscow,2018-06-21,24.4,13.3,0.1,0.1,0.0
Moscow,2018-06-22,29.5,13.7,0.0,0.0,0.0
Moscow,2018-06-23,29.4,16.8,0.6,0.6,0.0
Moscow,2018-06-24,29.4,15.6,2.7,2.7,0.0
Moscow,2018-06-25,22.6,13.2,5.0,5.0,0.0
Moscow,2018-06-26,24.2,14.1,0.0,0.0,0.0
Moscow,2018-06-27,25.3,13.2,0.0,0.0,0.0
Moscow,2018-06-28,27.1,12.5,0.0,0.0,0.0
Moscow,2018-06-29,27.5,13.3,0.0,0.0,0.0
Moscow,2018-06-30,28.4,17.4,3.3,3.3,0.0
Moscow,2018-07-01,24.2,18.4,14.2,14.2,0.0
Moscow,2018-07-02,21.7,14.3,1.0,1.0,0.0
Moscow,2018-07-03,19.2,11.8,0.3,0.3,0.0
Moscow,2018-07-04,18.6,12.7,6.2,6.2,0.0
Moscow,2018-07-05,21.0,11.7,1.4,1.4,0.0
Moscow,2018-07-06,22.7,14.7,0.3,0.3,0.0
Moscow,2018-07-07,22.6,13.0,0.8,0.8,0.0
Moscow,2018-07-08,19.7,14.4,7.8,7.8,0.0
Moscow,2018-07-09,20.4,13.7,1.9,1.9,0.0
Moscow,2018-07-10,21.3,14.7,1.7,1.7,0.0
Moscow,2018-07-11,23.6,15.6,5.6,5.6,0.0
Moscow,2018-07-12,25.7,15.4,0.0,0.0,0.0
Moscow,2018-07-13,24.4,14.3,0.7,0.7,0.0
Moscow,2018-07-14,25.6,15.2,0.5,0.5,0.0
Moscow,2018-07-15,28.1,17.2,0.4,0.4,0.0
Moscow,2018-07-16,28.6,18.8,0.5,0.5,0.0
Moscow,2018-07-17,28.8,20.6,0.6,0.6,0.0
Moscow,2018-07-18,26.0,19.5,4.0,4.0,0.0
Moscow,2018-07-19,24.5,19.2,9.2,9.2,0.0
Moscow,2018-07-20,26.0,19.1,9.9,9.9,0.0
Moscow,2018-07-21,25.6,19.0,7.7,7.7,0.0
Moscow,2018-07-22,24.8,19.3,1.2,1.2,0.0
Moscow,2018-07-23,22.6,17.1,0.6,0.6,0.0
Moscow,2018-07-24,21.9,16.8,2.8,2.8,0.0
Moscow,2018-07-25,23.6,16.9,4.2,4.2,0.0
Moscow,2018-07-26,27.5,16.5,0.2,0.2,0.0
Moscow,2018-07-27,28.4,19.1,0.2,0.2,0.0
Moscow,2018-07-28,29.2,22.3,2.2,2.2,0.0
Moscow,2018-07-29,25.4,17.0,6.0,6.0,0.0
Moscow,2018-07-30,23.1,13.8,0.0,0.0,0.0
Moscow,2018-07-31,25.1,13.0,0.0,0.0,0.0
Moscow,2018-08-01,27.5,12.5,0.0,0.0,0.0
Moscow,2018-08-02,28.7,15.2,0.0,0.0,0.0
Moscow,2018-08-03,28.4,16.7,0.0,0.0,0.0
Moscow,2018-08-04,28.7,17.3,0.8,0.8,0.0
Moscow,2018-08-05,27.8,16.5,0.1,0.1,0.0
Moscow,2018-08-06,25.9,17.2,0.2,0.2,0.0
Moscow,2018-08-07,22.2,15.8,1.9,1.9,0.0
Moscow,2018-08-08,21.8,13.0,0.2,0.2,0.0
Moscow,2018-08-09,25.1,10.5,0.0,0.0,0.0
Moscow,2018-08-10,27.1,12.5,0.0,0.0,0.0
Moscow,2018-08-11,27.2,14.1,0.0,0.0,0.0
Moscow,2018-08-12,27.8,14.8,0.4,0.4,0.0
Moscow,2018-08-13,22.0,14.4,0.0,0.0,0.0
Moscow,2018-08-14,23.5,12.8,0.0,0.0,0.0
Moscow,2018-08-15,27.5,14.7,1.7,1.7,0.0
Moscow,2018-08-16,22.1,16.4,0.5,0.5,0.0
Moscow,2018-08-17,22.5,11.1,0.0,0.0,0.0
Moscow,2018-08-18,23.2,9.7,0.0,0.0,0.0
Moscow,2018-08-19,26.1,10.9,0.0,0.0,0.0
Moscow,2018-08-20,24.5,16.7,0.0,0.0,0.0
Moscow,2018-08-21,22.1,15.4,6.5,6.5,0.0
Moscow,2018-08-22,18.3,11.6,0.4,0.4,0.0
Moscow,2018-08-23,19.5,7.9,0.0,0.0,0.0
Moscow,2018-08-24,22.5,8.8,0.0,0.0,0.0
Moscow,2018-08-25,25.1,9.5,0.0,0.0,0.0
Moscow,2018-08-26,26.9,10.6,0.0,0.0,0.0
Moscow,2018-08-27,27.9,11.4,0.0,0.0,0.0
Moscow,2018-08-28,28.8,13.0,0.0,0.0,0.0
Moscow,2018-08-29,29.0,15.8,0.0,0.0,0.0
Moscow,2018-08-30,25.5,15.0,0.4,0.4,0.0
Moscow,2018-08-31,22.5,12.7,1.2,1.2,0.0
Moscow,2018-09-01,23.2,11.6,0.0,0.0,0.0
Moscow,2018-09-02,24.0,10.4,0.0,0.0,0.0
Moscow,2018-09-03,22.6,13.8,0.0,0.0,0.0
Moscow,2018-09-04,23.5,13.4,0.2,0.2,0.0
Moscow,2018-09-05,25.7,13.1,0.0,0.0,0.0
Moscow,2018-09-06,25.0,12.8,0.0,0.0,0.0
