ville,pays,date_extraction,timestamp_donnees,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,couverture_nuageuse,conditions,timezone
Moscow,RU,2025-07-05 10:51:58,1751701778,18.68,18.52,20.77,46,1013,4.75,293,0,100,couvert,10800
