ville,pays,date_extraction,timestamp_donnees,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,couverture_nuageuse,conditions,timezone
São Paulo,BR,2025-07-05 10:51:57,1751701917,12.15,10.94,12.27,89,1026,1.54,90,0,0,ciel dégagé,-10800
